ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_0069R1H	PP_0069R1H.1	dengue	PG046859	-:PAT	JP 2022540773-A/11: ATTENUATED DENGUE VIRUSES
PP_0069RGM	PP_0069RGM.1	dengue	PG046860	-:PAT	JP 2022540773-A/12: ATTENUATED DENGUE VIRUSES
PP_0069WL7	PP_0069WL7.1	dengue	PG064068	-:PAT	JP 2022544613-A/5: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0069WUR	PP_0069WUR.1	dengue	PG064069	-:PAT	JP 2022544613-A/6: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0069Z7X	PP_0069Z7X.1	dengue	PG064070	-:PAT	JP 2022544613-A/7: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0069ZEH	PP_0069ZEH.1	dengue	PG064071	-:PAT	JP 2022544613-A/8: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0069ZM2	PP_0069ZM2.1	dengue	PH031933	-:PAT	JP 2023526493-A/51: METHOD FOR DETECTION OF ZIKA VIRUS SPECIFIC ANTIBODIES
PP_0069ZUN	PP_0069ZUN.1	dengue	PH267333	-:PAT	JP 2023532007-A/7: Artificial RNAs for modulating RNA fragments
PP_006AG8A	PP_006AG8A.1	dengue	PH487685	-:PAT	JP 2024501085-A/157: RNA construct
PP_006AR9Z	PP_006AR9Z.1	dengue	PH487805	-:PAT	JP 2024501085-A/277: RNA construct
PP_006ARAX	PP_006ARAX.1	dengue	PH487808	-:PAT	JP 2024501085-A/280: RNA construct
PP_006ARBV	PP_006ARBV.1	dengue	PH487811	-:PAT	JP 2024501085-A/283: RNA construct
PP_006ARCT	PP_006ARCT.1	dengue	PH487814	-:PAT	JP 2024501085-A/286: RNA construct
PP_006ARDR	PP_006ARDR.1	dengue	PH487817	-:PAT	JP 2024501085-A/289: RNA construct
PP_006AREP	PP_006AREP.1	dengue	PH487820	-:PAT	JP 2024501085-A/292: RNA construct
PP_006ARFM	PP_006ARFM.1	dengue	PH487823	-:PAT	JP 2024501085-A/295: RNA construct
PP_006ARKC	PP_006ARKC.1	dengue	PI205088	-:PAT	JP 2024501984-A/3: Attenuated virus of a flavivirus virus and the use thereof
PP_006ARXN	PP_006ARXN.1	dengue	PL092212	-:PAT	KR 1020240003760-A/64: New regulatory elements for enhancing RNA stability or mRNA translation, ZCCHC2 interacting with the same, and use thereof
PP_006AS3A	PP_006AS3A.1	dengue	PL092399	-:PAT	KR 1020240003761-A/64: A method of screening regulatory elements for enhancing mRNA translation, new regulatory elements according to the method, and use thereof
PP_006B9V6	PP_006B9V6.1	dengue	PL092586	-:PAT	KR 1020240003762-A/64: A method of screening regulatory elements for enhancing RNA stability or mRNA translation, new regulatory elements according to the method, and use thereof
PP_006E6PF	PP_006E6PF.1	dengue	PU830909	-:PAT	Sequence 26 from patent US 12168797 B2
PP_006E74K	PP_006E74K.1	dengue	PU852897	-:PAT	Sequence 1 from patent US 12203100 B2
PP_006E75H	PP_006E75H.1	dengue	PU852907	-:PAT	Sequence 2 from patent US 12203100 B2
PP_006E76F	PP_006E76F.1	dengue	PU852916	-:PAT	Sequence 3 from patent US 12203100 B2
PP_006E77D	PP_006E77D.1	dengue	PU852921	-:PAT	Sequence 4 from patent US 12203100 B2
PP_006E78B	PP_006E78B.1	dengue	PU852922	-:PAT	Sequence 5 from patent US 12203100 B2
PP_006GEVR	PP_006GEVR.1	dengue	PU749317	-:PAT	Sequence 71 from patent US 12090197 B2
PP_006GEWP	PP_006GEWP.1	dengue	PU749318	-:PAT	Sequence 72 from patent US 12090197 B2
PP_006GEXM	PP_006GEXM.1	dengue	PU749319	-:PAT	Sequence 73 from patent US 12090197 B2
PP_006GEYK	PP_006GEYK.1	dengue	PU749320	-:PAT	Sequence 74 from patent US 12090197 B2
PP_006GEZH	PP_006GEZH.1	dengue	PU749321	-:PAT	Sequence 75 from patent US 12090197 B2
PP_006GF0F	PP_006GF0F.1	dengue	PU749322	-:PAT	Sequence 76 from patent US 12090197 B2
PP_006JHL1	PP_006JHL1.1	dengue	PY477595	-:PAT	Sequence 17 from patent US 12473602 B1
PP_00715MB	PP_00715MB.1	dengue	QP159781	-:PAT	JP 2025041836-A/8: ATTENUATED DENGUE VIRUSES
PP_00715N9	PP_00715N9.1	dengue	QP159782	-:PAT	JP 2025041836-A/9: ATTENUATED DENGUE VIRUSES
PP_00715P7	PP_00715P7.1	dengue	QP159783	-:PAT	JP 2025041836-A/10: ATTENUATED DENGUE VIRUSES
PP_00715Q5	PP_00715Q5.1	dengue	QP159784	-:PAT	JP 2025041836-A/11: ATTENUATED DENGUE VIRUSES
PP_00715R3	PP_00715R3.1	dengue	QP159785	-:PAT	JP 2025041836-A/12: ATTENUATED DENGUE VIRUSES
PP_00715XR	PP_00715XR.1	dengue	QP768936	-:PAT	JP 2025508605-A/36: NEXT GENERATION MRNA VACCINES
PP_00715YP	PP_00715YP.1	dengue	QP159774	-:PAT	JP 2025041836-A/1: ATTENUATED DENGUE VIRUSES
PP_00715ZM	PP_00715ZM.1	dengue	QP159775	-:PAT	JP 2025041836-A/2: ATTENUATED DENGUE VIRUSES
PP_007160K	PP_007160K.1	dengue	QP159776	-:PAT	JP 2025041836-A/3: ATTENUATED DENGUE VIRUSES
PP_007161H	PP_007161H.1	dengue	QP159777	-:PAT	JP 2025041836-A/4: ATTENUATED DENGUE VIRUSES
PP_007162F	PP_007162F.1	dengue	QP159778	-:PAT	JP 2025041836-A/5: ATTENUATED DENGUE VIRUSES
PP_007163D	PP_007163D.1	dengue	QP159779	-:PAT	JP 2025041836-A/6: ATTENUATED DENGUE VIRUSES
PP_007164B	PP_007164B.1	dengue	QP159780	-:PAT	JP 2025041836-A/7: ATTENUATED DENGUE VIRUSES
PP_0071659	PP_0071659.1	dengue	QP768937	-:PAT	JP 2025508605-A/37: NEXT GENERATION MRNA VACCINES
PP_0071667	PP_0071667.1	dengue	QP768938	-:PAT	JP 2025508605-A/38: NEXT GENERATION MRNA VACCINES
PP_0071675	PP_0071675.1	dengue	QP768939	-:PAT	JP 2025508605-A/39: NEXT GENERATION MRNA VACCINES
PP_0071683	PP_0071683.1	dengue	QP768940	-:PAT	JP 2025508605-A/40: NEXT GENERATION MRNA VACCINES
PP_0071691	PP_0071691.1	dengue	QQ124949	-:PAT	JP 2024539129-A/3: METHODS FOR PRODUCTION OF THERAPEUTIC IMMUNE CELLS HAVING ENHANCED METABOLIC FITNESS AND COMPOSITIONS THEREOF
PP_0071LLY	PP_0071LLY.1	dengue	QQ427072	-:PAT	JP 2025032070-A/9: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0071LMW	PP_0071LMW.1	dengue	QQ427073	-:PAT	JP 2025032070-A/11: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0071LNU	PP_0071LNU.1	dengue	QQ427074	-:PAT	JP 2025032070-A/13: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0071LPS	PP_0071LPS.1	dengue	QQ427075	-:PAT	JP 2025032070-A/15: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
