run_accession	accession	accessionVersion	authors	authorAffiliations	submitter	groupName	geoLocCountry	geoLocAdmin1	sampleCollectionDate	releasedDate	ncbiVirusName	sequencingInstrument	sequencingAssayType	sequencingProtocol	sequencedByOrganization	bioprojectAccession	biosampleAccession	library_source	library_strategy	library_selection	instrument_platform	instrument_model	read_count	base_count	first_public	insdcRawReadsAccession_raw
SRR23195205	PP_000WCNJ	PP_000WCNJ.2	Gigante, C.; Bradley, A.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Sheth, M. R.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Anderson, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	KS	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878518	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	374149	95557577	2023-01-24	SRR23195205
SRR23195210	PP_000WCPG	PP_000WCPG.2	Gigante, C.; Bradley, A.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Sheth, M. R.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Anderson, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	KS	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878804	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	207364	61942675	2023-01-24	SRR23195210
SRR23195211	PP_000WCQE	PP_000WCQE.2	Gigante, C.; Johnson, S.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Weigand, M.; Knipe, K.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Riner, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MI	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878805	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	115805	34703472	2023-01-24	SRR23195211
SRR23195207	PP_000WCRC	PP_000WCRC.2	Gigante, C.; Cleavinger, K.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Burroughs, M. R.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Sinn, M.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MO	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878807	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	50930	15076367	2023-01-24	SRR23195207
SRR23195209	PP_000WCSA	PP_000WCSA.2	Gigante, C.; Mozer, M.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Hopkins, B.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MT	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878808	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	259387	72146084	2023-01-24	SRR23195209
SRR23195224	PP_000WCT8	PP_000WCT8.2	Gigante, C.; Mozer, M.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Hopkins, B.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MT	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878809	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	1793477	464727558	2023-01-24	SRR23195224
SRR23195216	PP_000WCU6	PP_000WCU6.2	Gigante, C.; Buttery, E.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burroughs, A. B.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Raman, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NV	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878811	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	53660	15946145	2023-01-24	SRR23195216
SRR23195223	PP_000WCV4	PP_000WCV4.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878812	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	112157	30894102	2023-01-24	SRR23195223
SRR23195213	PP_000WCW2	PP_000WCW2.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878813	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	338947	97000738	2023-01-24	SRR23195213
SRR23195225	PP_000WCX0	PP_000WCX0.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878814	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	115971	30776286	2023-01-24	SRR23195225
SRR23195221	PP_000WCYY	PP_000WCYY.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878815	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	115654	34112799	2023-01-24	SRR23195221
SRR23195227	PP_000WCZW	PP_000WCZW.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878817	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	394386	108048008	2023-01-24	SRR23195227
SRR23195215	PP_000WD0U	PP_000WD0U.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-08	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878818	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	257520	66208926	2023-01-24	SRR23195215
SRR23195217	PP_000WD1S	PP_000WD1S.2	Gigante, C.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878819	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	76620	22890421	2023-01-24	SRR23195217
SRR23195218	PP_000WD2Q	PP_000WD2Q.2	Gigante, C.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Sheth, M. R.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32878820	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	239903	63156435	2023-01-24	SRR23195218
SRR23174888	PP_000WD3N	PP_000WD3N.2	Gigante, C.; Pettit, D.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Deutsch-Feldman, M.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NC	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727613	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	267363	77460954	2023-01-22	SRR23174888
SRR23174884	PP_000WD4L	PP_000WD4L.2	Gigante, C.; Pettit, D.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Deutsch-Feldman, M.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NC	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727614	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	49800	14500533	2023-01-22	SRR23174884
SRR23174891	PP_000WD5J	PP_000WD5J.2	Gigante, C.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727615	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	255482	74328946	2023-01-22	SRR23174891
SRR23174889	PP_000WD6G	PP_000WD6G.2	Gigante, C.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727616	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	110777	31640981	2023-01-22	SRR23174889
SRR23174887	PP_000WD7E	PP_000WD7E.2	Gigante, C.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727617	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	49856	14188883	2023-01-22	SRR23174887
SRR23174880	PP_000WD8C	PP_000WD8C.2	Gigante, C.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Burroughs, M. R.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727618	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	79452	22830509	2023-01-22	SRR23174880
SRR23174890	PP_000WD9A	PP_000WD9A.2	Gigante, C.; Goldoft, M.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Holshue, M.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727620	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	511409	149887934	2023-01-22	SRR23174890
SRR23192851	PP_000WDA8	PP_000WDA8.2	Gigante, C.; Francis, D.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Escobar, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	AZ	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727560	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	109568	31599785	2023-01-24	SRR23192851
SRR23174895	PP_000WDB6	PP_000WDB6.2	Gigante, C.; Ventura, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Nash, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	CA	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727561	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	34141	9679382	2023-01-22	SRR23174895
SRR23191437	PP_000WDC4	PP_000WDC4.2	Gigante, C.; Hauser, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Mangla, A.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	DC	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727562	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	309553	87577781	2023-01-24	SRR23191437
SRR23174892	PP_000WDD2	PP_000WDD2.2	Gigante, C.; Lee, P.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Stanek, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	FL	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727563	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	28494	7767908	2023-01-22	SRR23174892
SRR23192854	PP_000WDE0	PP_000WDE0.2	Gigante, C.; Pavlick, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Parrott, T.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	GA	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727564	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	48555	13634256	2023-01-24	SRR23192854
SRR23174885	PP_000WDFY	PP_000WDFY.2	Gigante, C.; Pavlick, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Parrott, T.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	GA	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727565	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	122826	34020587	2023-01-22	SRR23174885
SRR23174894	PP_000WDGW	PP_000WDGW.2	Gigante, C.; Pavlick, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Parrott, T.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	GA	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727566	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	99148	28110550	2023-01-22	SRR23174894
SRR23073491	PP_000WDHT	PP_000WDHT.2	Gigante, C.; Pavlick, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Parrott, T.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	GA	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727567	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	30287	7947481	2023-01-14	SRR23073491
SRR23174883	PP_000WDJR	PP_000WDJR.2	Gigante, C.; Culbertson, M.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Pope, B.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	IN	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727568	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	353566	93073176	2023-01-22	SRR23174883
SRR23174882	PP_000WDKP	PP_000WDKP.2	Gigante, C.; Haydel, D.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Salinas, A.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	LA	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727609	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	41294	12083492	2023-01-22	SRR23174882
SRR23174881	PP_000WDLM	PP_000WDLM.2	Gigante, C.; Ostadkar, R.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, X.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MN	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727610	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	463635	117564784	2023-01-22	SRR23174881
SRR23174893	PP_000WDMK	PP_000WDMK.2	Gigante, C.; Ostadkar, R.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, X.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MN	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727611	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	1770817	500738383	2023-01-22	SRR23174893
SRR23174886	PP_000WDNH	PP_000WDNH.2	Gigante, C.; Ostadkar, R.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, X.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MN	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727612	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	113825	30048772	2023-01-22	SRR23174886
SRR23174712	PP_000WDPF	PP_000WDPF.2	Gigante, C.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Burroughs, M. R.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN32727619	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	25675	7354746	2023-01-22	SRR23174712
SRR23322640	PP_000WLBZ	PP_000WLBZ.2	Gigante, C.; Buttery, E.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Raman, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NV	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025049	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	29644	8442697	2023-02-03	SRR23322640
SRR23322638	PP_000WLCX	PP_000WLCX.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025050	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	776437	209957824	2023-02-03	SRR23322638
SRR23322639	PP_000WLDV	PP_000WLDV.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025051	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	192097	56168709	2023-02-03	SRR23322639
